,date,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,ClosingStockPrice
44,2018-12-31,XOM,4149896400.0000005,0.0,4149896400.0000005,33697104200.000004,25862503600.0,1735262400.0,65444766600.0,337095184200.0,0.0,14094914400.0,14094914400.0,55645718000.0,37166264800.0,-37166264800.0,406835816600.0,0.0,472280583200.0,28734144600.0,23543363600.0,8037866400.0,0.0,25670151400.0,77947659600.0,28017939600.0,33632986800.000004,37166264800.0,24683834800.0,123501026000.0,0.0,1777552600.0,201448685600.0,0.0,20814963600.0,575219022600.0,-26689208800.0,-307699402600.0,261645374800.0,270831897600.00003,472280583200.0,9186522800.0,472280583200.0,55645718000.0,51561303200.0,47411406800.0,72.03117444992066
45,2022-12-30,CVX,23943083200.0,302031200.0,24245114400.0,27705606400.0,11169736800.0,5064101600.0,68184559200.0,200252103200.0,6395476800.0,0.0,6395476800.0,61270347200.0,23202226400.0,-23202226400.0,267917927200.0,12938583200.0,349041069600.0,25672652000.0,2660041600.0,7859583200.0,0.0,17998621600.0,46331315200.0,28404476800.0,27624342400.0,23202226400.0,-50826568800.0,28404476800.0,57273512800.0,545823200.0,132009304800.0,44118225600.0,2481260800.0,257368505600.0,-4114667200.0,-40003558400.0,259849766400.0,261149990400.0,349041069600.0,1300224000.0,349041069600.0,61572378400.0,31610341600.0,7667258400.0,233.910662487793
46,2021-12-31,CVX,7150392000.0,44373000.0,7194765000.0,23351608200.0,8614701000.0,4233184200.0,42773036400.0,190967446200.0,5559303000.0,0.0,5559303000.0,51594388800.0,-973670400.0,973670400.0,248121138000.0,12788298600.0,303682473000.0,20860381200.0,324556800.0,3941590200.0,0.0,12780691800.0,33965629800.0,38875819200.0,26342348400.0,18592287000.0,-44934635400.0,38875819200.0,53425092000.0,569242200.0,126266541000.0,35892685800.0,2322609600.0,209879218800.0,-5234746200.0,-30657939600.0,212201828400.0,213308617800.0,303682473000.0,1106789400.0,303682473000.0,51638761800.0,39769618200.0,32619226200.0,138.1744627670288
47,2020-12-31,CVX,7124827200.000001,39469200.0,7164296400.000001,14604877200.000002,7226683200.000001,4206652800.0000005,33202509600.000004,204433904400.00003,5604626400.000001,0.0,5604626400.000001,49721006400.00001,-1401793200.0000002,1401793200.0000002,259759537200.00003,12338581200.000002,305300628000.0,13941540000.000002,1970913600.0000002,2384703600.0,0.0,12330942000.000002,28243395600.000004,53881824000.00001,25881609600.000004,16002850800.000002,-41884460400.0,53881824000.00001,54188665200.00001,569120400.0,136313884800.00002,38859337200.0,2332502400.0,204191996400.00003,-7450766400.000001,-31408570800.000004,206524498800.00003,207846080400.00003,305300628000.0,1321581600.0,305300628000.0,49760475600.00001,56421858000.00001,49297030800.00001,94.88631016845704
48,2019-12-31,CVX,7384976800.0,81824400.0,7466801200.0,17306510000.0,7595382400.0,4506836000.0,36793705200.0,200752918400.0,5796544400.0,0.0,5796544400.0,50247974400.0,-4430206800.0,4430206800.0,256797437200.0,14780344000.0,308371486400.0,18316976400.0,4262661600.0,3319732800.0,0.0,11877526000.0,34457164000.0,30403609200.0,26553966000.0,17777974400.0,-44331940400.0,30403609200.0,54914562800.0,366261600.0,119775336000.0,42294123200.0,2379401600.0,227218566000.0,-6792724000.0,-35501399200.0,229597967600.0,230890273600.0,308371486400.0,1292306000.0,308371486400.0,50329798800.0,35032532400.0,27647555600.0,130.71834591064453
49,2018-12-31,CVX,12744356400.0,1368292600.0,14112649000.0,20531210000.0,7781396800.0,3986192400.0,46411448200.0,230832189400.0,6163455600.0,0.0,6163455600.0,48491853200.0,0.0,0.0,285487498200.0,14420958200.0,346319904600.0,19034682600.0,7811409200.0,0.0,0.0,10220586400.0,37066678200.0,39024305200.0,0.0,0.0,0.0,39024305200.0,57902104800.0,0.0,133993088200.00002,38559113000.0,2499214400.0,246902465400.0,-5162132800.0,-33396980200.000004,249401679800.0,250885929400.0,346319904600.0,1484249600.0,346319904600.0,49860145800.0,47008967800.0,34264611400.000004,119.1083507095337
50,2022-12-30,SHEL,54509182400.0,32321401600.0,54509182400.0,127040011200.0,43197233600.0,-1354400.0,224745072800.0,269040724800.0,21723221600.0,13086212800.0,34809434400.0,4553492800.0,10584636000.0,56298344800.0,375286632800.0,0.0,600031705600.0,107481120800.0,12190954400.0,6594573600.0,0.0,44630188800.0,164302264000.0,101300993600.0,0.0,21922318400.0,51651398400.0,174874710400.0,0.0,37439679200.0,339176974400.0,0.0,790969600.0,229546420800.0,0.0,27637886400.0,257975276800.0,260854731200.0,600031705600.0,2879454400.0,600031705600.0,36874894400.0,113491948000.0,58982765600.0,74.14675055236816
51,2021-12-31,SHEL,46871833800.0,0.0,46871833800.0,84356876400.0,32022092400.0,-1267800.0,163249534800.0,247134789600.0,18915576000.0,12390209400.0,31305785400.0,0.0,15753682800.0,55229171400.0,349423429200.0,0.0,512672964000.0,80090729400.0,10418780400.0,4125421200.0,30623709000.0,1267800.0,121134486600.0,102524450400.0,50827369800.0,15907086600.0,1267800.0,169260174600.0,0.0,34873374600.0,290394661200.0,0.0,812659800.0,194006362800.0,0.0,23198204400.0,218017227000.0,222278302800.0,512672964000.0,4261075800.0,512672964000.0,34499373600.0,112943230800.0,66071397000.0,51.48397559967041
52,2020-12-31,SHEL,40525956000.0,-16449744000.000002,40525956000.0,50174265600.00001,24772652400.000004,-1273200.0,115471600800.00002,268450400400.00003,18017053200.0,11039917200.0,29056970400.000004,49136607600.00001,20767165200.0,-1273200.0,367409870400.00006,1273200.0,482882744400.00006,53063156400.00001,21515806800.0,7646839200.000001,19575450000.0,-1273200.0,94153140000.00002,116007618000.00002,0.0,13321491600.000002,57551186400.00001,186880296000.00003,0.0,36184344000.0,281033436000.0,0.0,828853200.0000001,181578691200.00003,0.0,15333147600.000002,197740692000.00003,201849308400.00003,482882744400.00006,4108616400.0000005,482882744400.00006,32686863600.000004,137523424800.0,96997468800.00002,40.25936945343018
53,2019-12-31,SHEL,23448535200.0,-17522110800.0,23448535200.0,65671224400.0,31263414800.0,1298800.0,120384473200.0,309567681200.0,18449454000.0,12054162800.0,30503616800.0,51027254400.0,13668571200.0,1298800.0,404768422400.0,-1298800.0,525151596800.0,63911350400.0,19565123200.0,8692868400.0,19939177600.0,1298800.0,103416950000.0,105670368000.0,49831059600.0,18861173600.0,-1298800.0,174361302400.0,0.0,39661455600.0,277778252400.0,0.0,853311600.0,223953382800.0,0.0,17388334400.0,242195028800.0,247373344400.0,525151596800.0,5178315600.0,525151596800.0,33505143600.0,125235491200.0,101786956000.0,65.64638699035645
54,2018-12-31,SHEL,36480072200.0,0.0,36480072200.0,0.0,28807811400.0,67697060800.00001,132984944400.00002,304455335000.0,18711367200.0,13464654000.0,32176021200.0,0.0,16502727400.000002,58461426800.0,411595510400.0,0.0,544580454800.00006,66693009600.00001,13824802800.0,10227407400.0,-25288175400.0,50922857600.0,106152494600.0,90978498000.0,-55989496400.0,20240635400.0,106901440400.0,162131077400.0,0.0,19134269200.0,268283572000.00003,0.0,934477000.0,249111105200.0,0.0,20947291000.0,270992873200.00003,276296882800.0,544580454800.00006,5304009600.0,544580454800.00006,38747372600.0,104803300800.0,68323228600.00001,64.01721239929199
55,2022-12-30,TTE,44730414400.0,11845582400.0,56575996800.0,33017563200.0,31064518400.0,48853208000.0,170280585600.0,145057594400.0,11715560000.0,3153043200.0,43247346400.0,42895202400.0,6838365600.0,3234307200.0,241272816000.0,0.0,411553401600.0,55999022400.0,20995908800.0,20018032000.0,0.0,71688392000.0,148683323200.0,61305561600.0,0.0,14926842400.0,31464066400.0,107696470400.0,0.0,1946272800.0,256379793600.0,0.0,11055967200.0,167879234400.0,-17385078400.0,-10231137600.0,151318985600.0,155173608000.0,411553401600.0,3854622400.0,411553401600.0,54740784800.0,82301470400.0,37571056000.0,79.92814818725586
56,2021-12-31,TTE,27057387600.0,15612957000.0,42670344600.0,27870047400.0,25295145600.0,44555563200.0,140898220800.0,135095500200.0,11193406200.0,2785356600.0,41183215200.0,44476959600.0,6846120000.0,3546036600.0,231147831600.0,0.0,372046052400.0,46701948600.0,19061373000.0,13034251800.0,54261840000.0,545154000.0,120570315600.0,62771313600.0,27271645800.0,13824091200.0,1812954000.0,105680004600.0,0.0,1762242000.0,226250320200.0,0.0,10426387200.0,0.0,-16064293800.0,147296807400.0,141658900800.0,145795732200.0,372046052400.0,4136831400.0,372046052400.0,60089916600.0,81832686600.0,54775299000.0,55.5888253440857
57,2020-12-31,TTE,39810417600.0,5894916000.000001,45705333600.00001,17911377600.0,18754236000.0,17096529600.000002,101447302800.00002,137932122000.0,11213072400.000002,2860880400.0000005,42687849600.0,44261524800.0,8932771200.0,3577692000.0000005,237391959600.00003,0.0,338839262400.0,30014416800.000004,21770446800.0,7300528800.000001,1072034400.0000001,29488585200.000004,82345483200.0,76650459600.0,29834895600.000004,13147063200.000002,1793938800.0000002,121426357200.00002,0.0,1535479200.0000002,203771840400.00003,0.0,10525544400.0,0.0,-13057939200.000002,134565781200.00002,132033386400.00002,135067422000.00002,338839262400.0,3034035600.0000005,338839262400.0,50156440800.00001,98420906400.00002,58610488800.00001,44.309039506530766
58,2019-12-31,TTE,35524777600.0,5184809600.0,40709587200.0,24012214400.0,22251041600.0,22096484400.0,110742182000.0,151190710400.0,10839784800.0,2632667600.0,43091586400.0,38719825600.0,8073340800.0,3136602000.0,244212065200.0,0.0,354954247200.0,36878127200.0,19246917200.0,9660474400.0,677973600.0,34429889200.0,91232907200.0,62047572400.0,28635942400.0,15401170400.0,2683320800.0,108768006000.0,0.0,1561157600.0,200000913200.0,0.0,10550152400.0,0.0,-14940096400.0,156061210400.0,151671266400.0,154953334000.0,354954247200.0,3282067600.0,354954247200.0,43904635200.0,81294489600.0,45769712000.0,54.18088892059326
59,2018-12-31,TTE,38070729400.0,4984786800.0,43055516200.0,23559734000.0,20299296000.0,20086480800.0,108861795800.0,154596600800.0,11150970800.0,2317775800.0,39455392400.0,34848489000.0,9089664600.0,3422777800.0,241412924600.0,0.0,350274720400.0,35652002800.0,18152045200.0,9359776200.0,744853200.0,30350721600.0,84899622800.0,54743981800.0,30545802200.0,15674658000.0,3279536800.0,104243978800.0,0.0,0.0,189143601600.0,0.0,11223273400.0,0.0,-15433194600.0,161966009200.0,157756088000.0,161131118800.0,350274720400.0,3375030800.0,350274720400.0,40414425000.0,72896027000.0,34825297600.0,51.58713265838623
60,2022-12-30,COP,8746715200.0,3772004000.0,12518719200.0,9599987200.0,1651013600.0,1623925600.0,25393645600.0,87854510400.0,0.0,0.0,0.0,11139940000.0,8368837600.0,-5674936000.0,101688352000.0,0.0,127081997600.0,8347167200.0,564784800.0,4324599200.0,0.0,8488024800.0,17399976800.0,21976494400.0,0.0,10464094400.0,12226168800.0,44666757600.0,0.0,0.0,62066734400.0,0.0,28442400.0,71822477600.0,-8126400000.0,1290743200.0,65015263200.0,65015263200.0,127081997600.0,0.0,127081997600.0,14911944000.0,22541279200.0,13794564000.0,154.14824932861328
61,2021-12-31,COP,6374498400.0,1981571400.0,8356069800.0,8456226000.0,1531502400.0,2004391800.0,20348190000.0,82294165800.0,0.0,0.0,0.0,9017861400.0,0.0,3279798600.0,94591825800.0,0.0,114940015800.0,6370695000.0,1521360000.0,3628443600.0,0.0,7348168800.0,15240223800.0,23750965200.0,8756694600.0,7833736200.0,1792669200.0,42134065200.0,0.0,0.0,57374289000.0,0.0,26623800.0,51566497200.0,-6275610000.0,12248215800.0,57565726800.0,57565726800.0,114940015800.0,0.0,114940015800.0,10999432800.0,25272325200.0,18897826800.0,84.04132180023194
62,2020-12-31,COP,3808141200.0000005,6194118000.000001,10002259200.0,3506392800.0000005,1275746400.0,578032800.0,15362431200.000002,50791767600.00001,0.0,0.0,0.0,10207244400.0,0.0,3363794400.0000005,64362806400.00001,0.0,79725237600.0,3435093600.0000005,788110800.0000001,407424000.00000006,0.0,2608786800.0,6831991200.000001,18779700000.0,9074096400.0,4770680400.0,2265022800.0,34889499600.0,0.0,0.0,41721490800.0,0.0,22917600.000000004,44833191600.00001,-6643557600.000001,-208804800.00000003,38003746800.0,38003746800.0,79725237600.0,0.0,79725237600.0,16401362400.000002,19567810800.0,15759669600.000002,45.229722839355475
63,2019-12-31,COP,6608294400.0,6674533200.0,13282827600.0,4417218800.0,1332568800.0,2933989200.0,21966604400.0,54898977200.0,0.0,0.0,0.0,11282675600.0,0.0,3435326000.0,69616978800.0,0.0,91583583200.0,4156160000.0,136374000.0,1337764000.0,0.0,4854914400.0,9147448400.0,19209252000.0,9264340400.0,6018639200.0,2420963200.0,36913194800.0,0.0,0.0,46060643200.0,0.0,23378400.0,51616909600.0,-6957671600.0,750706400.0,45433322800.0,45522940000.0,91583583200.0,89617200.0,91583583200.0,17957208800.0,19345626000.0,12737331600.0,72.13265792541503
64,2018-12-31,COP,8069243000.0,2332782000.0,10402025000.0,5548201400.0,1373749400.0,784415000.0,18108390800.0,62341211600.0,0.0,0.0,-6392641200.0,12726621800.0,6849648200.0,1833484800.0,77358325200.0,0.0,95466716000.0,5313559000.0,152790400.0,1800744000.0,1800744000.0,2821165600.0,10088259000.0,20266555200.0,12894418400.0,6849648200.0,1626126400.0,41636748200.0,0.0,0.0,51725007200.0,0.0,24555600.0,46396442000.0,-8271144600.000001,5421330800.0,43571183800.0,43741708800.0,95466716000.0,170525000.0,95466716000.0,14734724200.0,20419345600.0,12350102600.0,71.05445462722778
65,2022-12-30,BP,39541708000.0,782843200.0,40324551200.0,841082400.0,38032906400.0,67495169600.0,145852627200.0,143625993600.0,16198624000.0,13814880000.0,30013504000.0,30735399200.0,5292995200.0,34709208800.0,244377100800.0,0.0,390229728000.0,86659929600.0,7178320000.0,5505636000.0,0.0,40271729600.0,134109979200.0,67981399200.0,0.0,14256414400.0,61480279200.0,143718092800.0,0.0,11578765600.0,277828072000.0,28442400.0,6465905600.0,47041020800.0,0.0,37958414400.0,91493783200.0,112401656000.0,390229728000.0,20907872800.0,390229728000.0,31518242400.0,75159719200.0,35618011200.0,45.23145960998535
66,2021-12-31,BP,38897371800.0,354984000.0,39252355800.0,0.0,30060805800.0,0.0,117385602000.0,143137155600.0,15686489400.0,8178577800.0,23865067200.0,42150546600.0,8126598000.0,29538472200.0,246817839600.0,0.0,364203441600.0,66700225800.0,9260011200.0,1970161200.0,0.0,25827621600.0,101787858600.0,79215947400.0,0.0,11131284000.0,57409787400.0,147757018800.0,0.0,10917025800.0,249544877400.0,26623800.0,6584953200.0,65691057000.0,0.0,23369357400.0,95671991400.0,114658564200.0,364203441600.0,18986572800.0,364203441600.0,42505530600.0,88475958600.0,49578586800.0,30.90318842582703
67,2020-12-31,BP,37169800800.0,423975600.00000006,37593776400.0,0.0,21482703600.0,0.0,92920682400.00002,151445866800.0,15889536000.000002,2520936000.0,18410472000.0,37877700000.0,9859660800.0,30262690800.000004,247856390400.00003,0.0,340777072800.0,29483492400.000004,14376974400.000002,3999121200.0000005,0.0,32275620000.000004,76136086800.0,89931208800.00002,0.0,8697229200.0,57067370400.00001,155695808400.0,0.0,11792378400.000002,231831895200.00003,26737200.000000004,6826898400.000001,60222360000.00001,0.0,23639504400.000004,90715500000.00002,108945177600.00002,340777072800.0,18229677600.0,340777072800.0,38301675600.0,104308183200.00002,67138382400.00001,22.75601184997559
68,2019-12-31,BP,29186633600.0,219497200.0,29406130800.0,0.0,27118944000.0,0.0,106578229200.0,172275429600.0,15414158400.0,20182053200.0,35596211600.0,40823881600.0,5922528000.0,22201687200.0,276819738000.0,0.0,383397967200.0,60821505200.0,16305135200.0,2648253200.0,0.0,18458545600.0,95585186000.0,84281729600.0,0.0,12663300000.0,60068201200.0,157013230800.0,0.0,12626933600.0,252598416800.0,27274800.0,6991440400.0,95729352800.0,0.0,25069437600.0,127817505600.0,130799550400.0,383397967200.0,2982044800.0,383397967200.0,41043378800.0,100586864800.0,71400231200.0,39.55287052154541
69,2018-12-31,BP,30650845600.0,302852400.0,30953698000.0,-1841670000.0,24539229600.0,43629844400.0,97281102000.0,184523056200.0,16648696800.000002,23578832800.0,40227529600.0,37432283800.0,5055725200.0,20424802400.0,287663397200.0,0.0,384944499200.0,63114713000.0,12786646600.0,2866184200.0,5965646600.0,11221909200.0,93088915400.0,76976349200.0,0.0,13385530400.0,62961922600.0,153323802200.0,0.0,909921400.0,246412717600.0,28648200.0,7340760200.0,107428021600.0,-12144108400.0,33008183200.000004,135661504800.00002,138531781600.0,384944499200.0,2870276800.0,384944499200.0,37735136200.0,89762995800.0,59112150200.0,39.25570013122559
70,2022-12-30,MPC,11681700000.0,4259588000.0,15941288000.0,18253248800.0,11955288800.0,1581939200.0,47731764800.0,49938082400.0,11165673600.0,0.0,11165673600.0,8757550400.0,7996377600.0,-3823471200.0,74034212800.0,0.0,121765977600.0,20738572800.0,1942209600.0,1544016000.0,0.0,4434305600.0,27115088000.0,35857740000.0,0.0,7996377600.0,3274939200.0,47129056800.0,0.0,1637469600.0,74244144800.0,0.0,13544000.0,35406724800.0,2708800.0,2114218400.0,37537196000.0,38848255200.0,113092400000.0,1311059200.0,113092400000.0,13017138400.0,37799949600.0,26118249600.0,154.02315498046875
71,2021-12-31,MPC,6707929800.0,7033754400.0,13741684200.0,13988905200.0,10212129000.0,720110400.0,38662828800.0,49205853600.0,10466956800.0,2706753000.0,10466956800.0,6857530200.0,7147856400.0,-4105136400.0,69573060600.0,0.0,108235889400.0,17368860000.0,1279210200.0,1560661800.0,2715627600.0,1327386600.0,22691084400.0,32829681000.0,0.0,7147856400.0,2993275800.0,42970813200.0,0.0,1730547000.0,65661897600.0,0.0,12678000.0,16360959000.0,-84942600.0,16935272400.0,33223966800.0,34447393800.0,100109291400.0,1223427000.0,100109291400.0,13891284600.0,34108891200.0,27400961400.0,77.25471504364013
72,2020-12-31,MPC,706626000.0000001,0.0,706626000.0000001,7333632000.000001,10184326800.0,3468196800.0000005,36015008400.0,51635899200.00001,10511539200.0,3004752000.0000005,10511539200.0,6903290400.000001,7897659600.000001,-4540231200.0,72408157200.0,0.0,108423165600.00002,9934779600.0,4266493200.0000005,1406886000.0000002,2338868400.0,3401990400.0000005,19942131600.0,37870060800.0,0.0,7897659600.000001,4237209600.0000005,50004930000.00001,0.0,1923805200.0000002,69947061600.0,0.0,12732000.000000002,5920380000.000001,-651878400.0,22982533200.000004,28263766800.000004,29496224400.000004,99443286000.00002,1232457600.0,99443286000.00002,6903290400.000001,42136554000.0,41429928000.0,48.188340184021
73,2019-12-31,MPC,1983267600.0,0.0,1983267600.0,10224153600.0,13303608400.0,685766400.0,26196796000.0,62438511200.0,26027952000.0,3802886400.0,26027952000.0,8959122400.0,8301929600.0,-3919778400.0,101807736800.0,0.0,128004532800.0,15095952400.0,1707922000.0,1540376800.0,3002825600.0,1165023600.0,20971723600.0,38966597600.0,0.0,8301929600.0,3776910400.0,51045437600.0,0.0,3219725200.0,72017161200.0,0.0,12988000.0,20767812000.0,-415616000.0,23396583200.0,43761767200.0,45019005600.0,117036166800.0,1257238400.0,117036166800.0,8959122400.0,40674519600.0,38691252000.0,67.6956841506958
74,2018-12-31,MPC,2301405400.0,0.0,2301405400.0,7984662600.0,13419635400.0,881273200.0,24586976600.0,61468123600.0,27535012800.0,4520958800.0,27535012800.0,8046051600.0,6635468800.0,-1482885400.0,102201771400.0,0.0,126788748000.0,12777097200.0,742124800.0,1972633200.0,3544191600.0,965853600.0,18029267200.0,36806116000.0,-19828647000.0,6635468800.0,23685240400.0,47298178200.0,-27779204600.0,0.0,37548240800.0,0.0,13642000.0,20128771000.0,-196444800.0,28039766800.0,47985735000.0,49355391800.0,126788748000.0,1369656800.0,126788748000.0,8046051600.0,37548240800.0,35246835400.0,67.04803303298951
75,2022-12-30,OXY,1332729600.0,0.0,1332729600.0,5798186400.0,2788709600.0,2115572800.0,12035198400.0,80298312800.0,0.0,0.0,0.0,4301574400.0,7465452800.0,-5758908800.0,86306431200.0,0.0,98341629600.0,5456877600.0,593227200.0,0.0,7465452800.0,-3009476800.0,10506080800.0,27530888800.0,0.0,7465452800.0,12092083200.0,47088424800.0,0.0,1259592000.0,57594505600.0,13221652800.0,297968000.0,22346245600.0,264108000.0,4617149600.0,40747124000.0,40747124000.0,98341629600.0,0.0,98341629600.0,4301574400.0,28124116000.0,26791386400.0,84.30917835083008
76,2021-12-31,OXY,3504199200.0,0.0,3504199200.0,5334902400.0,2340358800.0,1644336600.0,12945505800.0,76899676800.0,0.0,0.0,-8924044200.0,3724796400.0,8924044200.0,1560661800.0,82185135000.0,0.0,95130640800.0,4943152200.0,471621600.0,0.0,5129518800.0,8874600.0,10553167200.0,38054284800.0,7823593800.0,8924044200.0,4004980200.0,58806903000.0,0.0,977473800.0,69360070200.0,12376263600.0,275112600.0,5679744000.0,-263702400.0,7703152800.0,25770570600.0,25770570600.0,95130640800.0,0.0,95130640800.0,3724796400.0,38525906400.0,35021707200.0,36.01964868850708
77,2020-12-31,OXY,2556585600.0,0.0,2556585600.0,2692818000.0,2416533600.0,1521474000.0000002,11228350800.000002,85242013200.0,0.0,0.0,-9056271600.0,4137900000.0000005,9056271600.0,1329220800.0,90709134000.00002,0.0,101937484800.00002,3803048400.0000005,1162431600.0,0.0,4545324000.0,958719600.0000001,10469523600.0,46326655200.00001,8617017600.0,9056271600.0,3820873200.0000005,67820817600.00001,0.0,1418344800.0000002,78290341200.0,12428978400.000002,275011200.0,3814507200.0000005,-366681600.00000006,7495328400.000001,23647143600.000004,23647143600.000004,101937484800.00002,0.0,101937484800.00002,4137900000.0000005,47489086800.00001,44932501200.00001,21.56870321273804
78,2019-12-31,OXY,3937961600.0,0.0,3937961600.0,8277252400.0,1879363600.0,1718312400.0,24262882800.0,106311975200.0,0.0,0.0,-12620439600.0,8298033200.0,12620439600.0,3124912800.0,117734921200.0,0.0,141997804000.0,9113679600.0,805256000.0,0.0,6886237600.0,2610588000.0,19415761200.0,51161030800.0,9386427600.0,12620439600.0,4953623200.0,78121521200.0,0.0,1848192400.0,97537282400.0,12678885600.0,271449200.0,26209784000.0,-287034800.0,5587437600.0,44460521600.0,44460521600.0,141997804000.0,0.0,141997804000.0,8298033200.0,51966286800.0,48028325200.0,50.73508349761963
79,2018-12-31,OXY,4137618600.0000005,0.0,4137618600.0000005,6675030600.0,1624762200.0,1017693200.0,13455104600.0,42886355400.0,0.0,0.0,-1237329400.0,2291856000.0,1237329400.0,1192310800.0,46370522200.0,0.0,59825626800.0,6664117000.0,158247200.0,0.0,0.0,3289086200.0,10111450400.0,13916204200.0,-8331169400.000001,1237329400.0,13793426200.0,20615790400.0,0.0,0.0,30727240800.0,0.0,244191800.0,32399750000.0,-234642400.0,-3310913400.0,29098386000.0,29098386000.0,59825626800.0,0.0,59825626800.0,2291856000.0,14074451400.0,9936832800.0,74.3058368171692
80,2022-12-30,PXD,1397740800.0,232956800.0,1630697600.0,2731824800.0,574265600.0,109706400.0,5046494400.0,42836963200.0,329119200.0,0.0,329119200.0,0.0,5237464800.0,-5043785600.0,43359761600.0,0.0,48406256000.0,3571552800.0,1224377600.0,85327200.0,5237464800.0,-4768842400.0,5264552800.0,5906538400.0,0.0,5237464800.0,1468169600.0,12612172800.0,0.0,488938400.0,17876725600.0,0.0,2708800.0,7699764000.0,0.0,22827057600.0,30529530400.0,30529530400.0,48406256000.0,0.0,48406256000.0,232956800.0,7130916000.0,5733175200.0,289.9896135009766
81,2021-12-31,PXD,4877226600.0,244685400.0,5121912000.0,2136243000.0,467818200.0,53247600.0,7826129400.0,38317987200.0,308075400.0,0.0,308075400.0,-2583776400.0,2583776400.0,216793800.0,38842856400.0,0.0,46668985800.0,3244300200.0,462747000.0,57051000.0,124244400.0,1332457800.0,5163749400.0,8787121800.0,31695000.0,2583776400.0,1149894600.0,12552487800.0,0.0,461479200.0,17716237200.0,0.0,2535600.0,5020488000.0,0.0,23929725000.0,28952748600.0,28952748600.0,46668985800.0,0.0,46668985800.0,244685400.0,9249868800.0,4372642200.0,195.14006385498047
82,2020-12-31,PXD,1835954400.0000002,156603600.0,1992558000.0000002,889966800.0000001,285196800.0,54747600.00000001,3303954000.0000005,20651304000.0,332305200.0,0.0,332305200.0,-1739191200.0000002,1739191200.0000002,194799600.00000003,21178408800.0,0.0,24482362800.000004,1311396000.0,305568000.0,5092800.0,49654800.00000001,760100400.0000001,2426719200.0,4163364000.0000005,84031200.0,1739191200.0000002,1339406400.0,7325992800.000001,0.0,267372000.00000003,9752712000.0,0.0,2546400.0,4428189600.0,0.0,10298914800.0,14729650800.000002,14729650800.000002,24482362800.000004,0.0,24482362800.000004,156603600.0,4468932000.0,2632977600.0,117.8232696624756
83,2019-12-31,PXD,819542800.0,242875600.0,1062418400.0,1353349600.0,266254000.0,25976000.0,2845670800.0,21244471600.0,338986800.0,0.0,338986800.0,-1804033200.0,1804033200.0,335090400.0,21918548800.0,0.0,24764219600.0,1832606800.0,761096800.0,3896400.0,72732800.0,575368400.0,3241804800.0,2609289200.0,10390400.0,1804033200.0,1358544800.0,5782257600.0,0.0,397432800.0,9024062400.0,0.0,2597600.0,5227670000.0,0.0,10509889600.0,15740157200.0,15740157200.0,24764219600.0,0.0,24764219600.0,242875600.0,3370386000.0,2550843200.0,155.78098843383788
